Draft Class,Name,school,position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,20 Yard Shuttle,3 Cone,60Yd Shuttle,Rush Att,Rush Yds,Rush Avg,Rush TD,Rec,Rec Yds,Rec Avg,Rec TD,YP,Games Played
2014,Storm Johnson,Central Florida,RB,71.63,209,9.5,32,,4.6,16,35.5,116,,,,335,1765,5.3,19,41,289,7,3,3,36
2014,Henry Josey,Missouri,RB,68.13,194,9.5,30.25,,4.43,20,34.5,116,4.13,7.07,11.67,395,2771,7,39,24,175,7.3,1,3,37
2014,Tre Mason,Auburn,RB,68.5,207,9,30,,4.5,,38.5,125,4.15,,,516,2979,5.8,32,19,249,13.1,1,3,38
2014,Jerick McKinnon,Georgia Southern,RB,68.88,209,8.63,30.25,,4.41,32,40.5,132,4.12,6.83,,510,3404,6.7,39,10,165,16.5,1,3,37
2014,Rajion Neal,Tennessee,RB,71.13,220,9,31,,4.57,,38,119,4.34,7.19,,444,2163,4.9,19,66,626,9.5,5,4,43
2014,LaDarius Perkins,Mississippi State,RB,67.38,195,9.63,31,,4.46,23,35.5,123,4.3,7.08,,530,2554,4.8,15,68,714,10.5,10,4,50
2014,Silas Redd,Southern California,RB,69.75,212,9,30.75,,4.7,18,37,122,,,,569,2959,5.2,19,32,225,7,2,4,33
2014,Bishop Sankey,Washington,RB,69.5,209,10,31,,4.49,26,35.5,125,4,6.75,,644,3496,5.4,37,67,567,8.5,1,3,38
2014,Lache Seastrunk,Baylor,RB,69.5,201,9.25,30,,4.51,15,41.5,134,4.36,6.81,,289,2189,7.6,18,9,107,11.9,1,2,24
2014,Charles Sims,West Virginia,RB,72,214,8.25,31,,4.48,17,37.5,125,4.3,7.16,,592,3465,5.9,40,203,2108,10.4,11,4,48
2014,Jerome Smith,Syracuse,RB,71.13,220,9.75,30.88,,4.84,14,36,116,4.6,7.53,,464,2219,4.8,16,17,161,9.5,1,3,38
2014,DeAnthony Thomas,Oregon,RB,68.63,174,8.13,29.88,,4.5,8,32,123,4.23,6.94,,243,1890,7.8,26,113,1296,11.5,15,3,37
2014,James White,Wisconsin,RB,69.13,204,8.25,29.25,,4.57,23,32,113,4.2,7.05,11.76,643,4015,6.2,45,73,670,9.2,3,4,52
2014,James Wilder,Florida State,RB,74.63,232,9.75,32,,4.86,18,35,121,4.24,6.92,12.03,226,1363,6,20,24,182,7.6,2,3,39
2014,Andre Williams,Boston College,RB,71.38,230,9,33.5,,4.56,,38,128,4.06,7.27,,704,3739,5.3,28,10,60,6,0,4,44
2014,Damien Williams,Oklahoma,RB,71.25,222,9.13,30.63,,4.45,16,35.5,121,4.25,7.37,11.76,290,1499,5.2,18,43,410,9.5,1,2,22
2013,C.J. Anderson,California,RB,68.13,224,9.08,30,,4.6,17,32,119,4.12,7.15,,198,1135,5.7,12,22,350,15.9,2,2,25
2013,Montee Ball,Wisconsin,RB,70.5,214,9.08,32.63,,4.66,15,32,118,4.4,6.88,,924,5140,5.6,77,59,598,10.1,6,4,49
2013,Kenjon Barner,Oregon,RB,69.25,196,9.18,29.63,,4.52,20,35.5,122,4.2,6.87,11.33,582,3623,6.2,41,54,591,10.9,7,4,49
2013,Le'Veon Bell,Michigan State,RB,73.38,230,9.58,31.5,,4.6,24,31.5,118,4.24,6.75,,671,3346,5,33,78,531,6.8,1,4,40
2013,Giovani Bernard,North Carolina,RB,68.38,202,9.38,28,25,4.53,19,33.5,122,4.12,6.91,11.41,423,2481,5.9,25,92,852,9.3,6,2,23
2013,Rex Burkhead,Nebraska,RB,70.25,214,9.68,30.88,,4.73,21,39,125,4.09,6.85,11.51,635,3329,5.2,30,60,507,8.5,5,4,44
2013,Michael Cox,Massachusetts,RB,71.75,222,8.75,32.5,,4.58,24,41,131,4.08,6.87,,217,879,4.1,7,14,74,5.3,0,4,27
2013,Knile Davis,Arkansas,RB,71.38,227,8.58,29.75,,4.37,31,33.5,121,4.38,6.96,,349,1862,5.3,19,32,297,9.3,2,3,36
2013,Andre Ellington,Clemson,RB,69.25,199,9.38,31,,4.61,,34,122,,,,621,3436,5.5,33,59,505,8.6,2,4,49
2013,Michael Ford,Louisiana State,RB,69.5,210,9.08,30.38,,4.5,25,38.5,130,4.25,6.87,11.43,243,1392,5.7,13,8,69,8.6,1,3,37
2013,Johnathan Franklin,UCLA,RB,70,205,9.38,30,,4.49,18,31.5,115,4.31,6.89,11.33,788,4403,5.6,31,58,517,8.9,3,4,53
2013,Mike Gillislee,Florida,RB,71.13,208,9.38,31.13,,4.55,15,30.5,119,4.4,7.12,12.02,389,2072,5.3,20,23,182,7.9,2,4,49
2013,Ray Graham,Pittsburgh,RB,69.13,199,9.58,30.25,,4.8,18,32.5,112,4.21,7.17,11.63,595,3271,5.5,32,98,799,8.2,4,4,46
2013,D.J. Harper,Boise State,RB,69.13,211,10.28,31,,4.52,23,33.5,120,4.35,7.07,11.85,547,2779,5.1,39,54,396,7.3,2,6,54
2013,Montel Harris,Temple,RB,68.25,208,9.38,30.5,,4.68,19,32.5,113,4.18,6.95,,973,4789,4.9,39,59,467,7.9,3,5,50
2013,Mike James,Miami (FL),RB,70.5,223,9.68,31.63,,4.53,28,35,115,4.62,6.93,,304,1340,4.4,17,67,585,8.7,5,4,50
2013,Jawan Jamison,Rutgers,RB,67.38,203,8.38,29,,4.68,20,29,110,4.62,7.47,,486,1972,4.1,13,36,385,10.7,2,2,25
2013,Stefphon Jefferson,Nevada,RB,70.5,213,9.18,30.25,,4.68,15,31,117,4.44,6.97,11.8,448,2338,5.2,30,29,218,7.5,1,3,33
2013,Dennis Johnson,Arkansas,RB,66.75,196,9.25,27.875,,4.48,21,32.5,118,4.53,7.13,,345,2036,5.9,13,63,510,8.1,4,5,50
2013,Eddie Lacy,Alabama,RB,71,220,9.48,31,17,4.55,,33.5,,,7.33,,355,2402,6.8,30,35,338,9.7,2,3,38
2013,Marcus Lattimore,South Carolina,RB,71.25,219,9.88,32.5,18,4.65,,,,,,,555,2677,4.8,38,74,767,10.4,3,3,29
2013,Onterio McCalebb,Auburn,RB,70.25,168,9.08,31,,4.34,,34,121,4.32,7.02,,406,2586,6.4,24,63,620,9.8,3,4,50
2013,Christine Michael,Texas A&M,RB,70,220,9.38,31.5,11,4.54,27,43,125,4.02,6.69,11.56,529,2791,5.3,34,44,323,7.3,1,4,50
2013,Latavius Murray,Central Florida,RB,74.63,223,9.13,33.625,,4.38,22,36,124,4.36,6.81,,453,2424,5.4,37,50,524,10.5,6,4,45
2013,Joseph Randle,Oklahoma State,RB,72,204,8.68,31.75,,4.63,,35,123,4.23,7.01,,564,3085,5.5,40,108,917,8.5,3,3,39
2013,Theo Riddick,Notre Dame,RB,70.13,201,8.68,30,,4.68,14,32,118,4.32,6.99,,24,1169,4.8,5,120,1263,10.5,8,4,45
2013,Robbie Rouse,Frenso State (CA),RB,65.75,190,9.28,28.38,,4.8,15,34,114,4.25,6.97,11.56,898,4647,5.2,37,110,794,7.2,5,4,50
2013,Zac Stacy,Vanderbilt,RB,68.38,216,8.58,30.25,,4.55,27,33,122,4.17,6.7,,581,3143,5.4,30,46,415,9,0,4,45
2013,Stepfan Taylor,Stanford,RB,69.13,214,8.58,30.13,,4.76,17,30,110,4.5,7.13,12.06,843,4300,5.1,40,40,97,78,8,4,53
2013,Chris Thompson,Florida State,RB,67.13,192,9.28,30.25,,4.42,21,35,,,,,277,1735,6.3,14,45,430,9.6,1,4,39
2013,Matthew Tucker,Texas Christian,RB,72.38,221,9.28,30.25,,4.55,17,35.5,118,4.44,7.13,,494,2602,5.3,33,29,262,9,1,4,51
2013,Spencer Ware,Louisiana State,RB,70.13,228,9.63,30.125,,4.62,17,35.5,119,4.27,7.07,,295,1249,4.2,10,39,404,10.4,2,3,36
2013,Kerwynn Williams,Utah State,RB,68.13,196,9.18,29.75,,4.48,17,35,118,4.15,7.15,12.04,382,2515,6.6,22,64,870,13.5,5,4,49
2013,George Winn,Cincinnati,RB,70.5,218,9.78,30.88,,4.75,22,34.5,119,4.33,7.13,,321,1710,5.3,15,19,159,8.4,0,4,37
2013,Cierre Wood,Notre Dame,RB,71.25,213,8.58,30.88,,4.56,16,37.5,124,4.29,6.87,,450,2447,5.4,16,52,384,7.4,2,3,37
2012,Edwin Baker,Michigan State,RB,68,204,8.13,29.63,,4.44,20,35,111,4.31,7.27,,462,2293,5,19,15,125,8.3,1,3,35
2012,Mike Ball,Nevada,RB,68.5,206,9.13,31,,4.54,21,36,112,4.23,7.1,11.84,196,1183,6,12,23,116,5,4,3,32
2012,Vick Ballard,Mississippi State,RB,70.25,219,9.5,31.75,,4.59,23,33,115,4.19,7.03,,379,2157,5.7,29,30,293,9.8,2,2,25
2012,Brandon Bolden,Mississippi,RB,70.88,222,10,32.25,,4.55,21,38,119,4.44,6.96,,486,2594,5.3,27,76,807,10.6,6,4,48
2012,Bryce Brown,Kansas State,RB,71.5,223,,,,4.48,22,34,117,4.2,7.04,,104,476,4.6,3,11,140,12.7,1,2,14
2012,Lennon Creer,Louisiana Tech,RB,71.38,219,9.25,31.5,,4.67,21,33.5,110,4.4,7.26,,519,2621,5.1,24,48,297,6.2,1,4,46
2012,Terrance Ganaway,Baylor,RB,71.5,239,9.25,31.63,,4.61,22,37.5,119,4.25,7.15,11.65,473,2592,5.5,34,12,133,11.1,1,4,51
2012,Cyrus Gray,Texas A&M,RB,70.38,206,9.13,29.5,,4.4,21,32.5,114,4.28,7.17,,632,3298,5.2,30,103,776,7.5,6,4,49
2012,Jonas Gray,Notre Dame,RB,69.75,223,10,31.38,,4.58,20,,,,,,189,1100,5.8,12,11,105,9.5,0,4,34
2012,Jewel Hampton,Southern Illinois,RB,68.63,218,9.63,31,,4.56,26,33,115,4.3,6.98,,118,577,4.9,8,3,6,2,1,2,15
2012,Dan Herron,Ohio State,RB,69.75,213,9,32,,4.57,22,35,117,4.04,6.97,11.6,592,2869,4.8,32,4,309,7,1,4,41
2012,Ronnie Hillman,San Diego State,RB,68.75,200,8.5,30,,4.42,17,37,,,,,573,3243,5.7,36,33,338,10.2,2,2,26
2012,LaMichael James,Oregon,RB,68,194,9,30.25,,4.35,15,35,123,4.12,6.88,,771,5082,6.6,53,51,586,11.5,4,3,37
2012,Doug Martin,Boise State,RB,69.25,223,9,30.5,,4.46,28,36,120,4.16,6.79,11.29,617,3431,5.6,43,67,715,10.7,4,4,51
2012,Davin Meggett,Maryland,RB,68.25,211,9.5,30.13,,4.5,23,35,118,4.32,7.14,11.53,485,2411,5,18,46,454,9.9,2,4,50
2012,Lamar Miller,Miami (FL),RB,70.75,212,9.25,31.38,,4.34,,33,120,4.08,6.94,,335,1918,5.7,15,28,181,6.5,1,2,23
2012,Alfred Morris,Florida Atlantic,RB,69.88,219,10.25,31.38,,4.63,16,35.5,117,4.19,7.01,11.86,733,3529,4.8,27,30,300,10,4,4,47
2012,Isaiah Pead,Cincinnati,RB,70.13,197,8.63,31,,4.39,,33,116,4.32,6.95,,545,3288,6,27,87,721,8.3,6,4,44
2012,Bernard Pierce,Temple,RB,72.25,218,9.25,31.5,,4.45,17,36.5,123,4.28,7.07,,663,3570,5.4,53,19,178,9.4,1,3,34
2012,Chris Polk,Washington,RB,70.5,215,9.75,31.5,,4.52,16,31.5,111,4.21,7.13,,799,4049,5.1,26,79,683,8.6,4,4,40
2012,Tauren Poole,Tennessee,RB,70,205,8,29.75,,4.48,24,34,118,4.19,7.36,,423,1898,4.5,16,45,343,7.6,1,4,50
2012,Chris Rainey,Florida,RB,68.38,180,9.5,30.75,,4.36,16,36.5,120,3.93,6.5,11.06,396,2464,6.2,13,69,795,11.5,6,5,53
2012,Daryl Richardson,Abilene Christian (TX),RB,70.38,192,,,,4.47,16,40.5,135,4.36,7.07,,,,,,,,,,,
2012,Trent Richardson,Alabama,RB,69.25,228,9.5,30.25,,4.49,25,,,,,,540,3130,5.8,35,68,730,10.7,7,3,38
2012,Darrell Scott,South Florida,RB,72.13,231,8.25,32,,4.68,18,31.5,117,4.27,7.1,,263,1252,4.8,6,28,309,11,1,3,27
2012,Michael Smith,Utah State,RB,68.5,207,,,,4.36,23,40.5,126,4.35,7.51,,184,1313,7.1,15,38,424,11.2,4,3,28
2012,Robert Turbin,Utah State,RB,70,222,9.75,31,,4.42,28,36,122,4.31,7.16,,565,3315,5.9,40,67,845,12.6,11,4,38
2012,Marc Tyler,Southern California,RB,70.63,219,9.5,32,,4.7,19,30.5,110,4.5,7.27,,334,1751,5.2,15,29,245,8.4,2,4,32
2012,Fozzy Whittaker,Texas,RB,69,193,9.25,30.75,,4.49,20,,,,,,263,1233,4.7,12,73,464,6.4,1,4,38
2012,David Wilson,Virginia Tech,RB,69.63,206,9.38,30.25,,4.38,,41,132,4.12,7.09,11.59,462,2662,5.8,18,37,363,9.8,5,3,40
2011,Anthony Allen,Georgia Tech,RB,72.75,228,9.63,30.38,,4.56,24,41.5,120,4.06,6.79,11.46,546,3036,5.6,33,33,401,12.2,5,4,52
2011,Armando Allen,Notre Dame,RB,68.25,199,8.75,30.25,,4.52,23,31.5,120,4.12,7.1,,469,2144,4.6,8,119,833,7,3,4,42
2011,Matt Asiata,Utah,RB,71,229,9.5,30.13,,4.77,22,30,104,4.37,7.09,11.96,379,1748,4.6,24,54,394,7.3,2,4,31
2011,Baron Batch,Texas Tech,RB,69.63,207,,,,4.5,24,39,126,4.32,7.03,,467,2501,5.4,27,140,1111,7.9,5,4,45
2011,Damien Berry,Miami (FL),RB,70.25,211,9.38,32.25,,4.58,23,33.5,120,4.12,7,,283,1515,5.4,13,15,165,11,1,2,25
2011,Allen Bradford,Southern California,RB,70.88,242,9.38,32.13,,4.53,28,29,113,4.39,6.97,,267,1585,5.9,16,14,176,12.6,4,5,52
2011,Delone Carter,Syracuse,RB,68.63,222,9.5,31,,4.54,27,37,120,4.07,6.92,,646,3104,4.8,24,28,208,7.4,1,4,42
2011,John Clay,Wisconsin,RB,72.5,230,8.75,31,,4.83,19,29,111,4.3,7.1,,629,3413,5.4,41,11,72,6.5,0,3,37
2011,Graig Cooper,Miami (FL),RB,70,205,9.5,31.75,,4.6,18,32.5,114,4.03,6.66,,465,2383,5.1,13,66,402,6.1,3,4,46
2011,Noel Devine,West Virginia,RB,67.5,179,8.63,29.25,,4.34,24,35.5,121,4.25,6.88,,728,4315,5.9,29,98,710,7.2,2,4,51
2011,Shaun Draughn,North Carolina,RB,70.88,213,10,31,,4.73,21,34,118,4.2,7.15,,451,2070,4.6,10,50,268,5.4,1,3,35
2011,Darren Evans,Virginia Tech,RB,72,227,9.75,31.75,,4.56,26,35,111,4.46,6.96,11.78,438,2119,4.8,22,26,217,8.3,0,2,28
2011,Mario Fannin,Auburn,RB,70.38,231,9.5,30.75,,4.37,21,37.5,115,4.21,6.99,,233,1366,5.9,11,97,985,10.2,9,4,51
2011,Jay Finley,Baylor,RB,70.88,203,,,,4.51,14,39.5,132,4.36,7.39,,478,2660,5.6,22,40,416,10.4,3,4,46
2011,Alex Green,Hawaii,RB,72.25,225,9.13,32,,4.45,20,34,114,4.15,6.91,,232,1652,7.1,20,38,461,12.1,2,2,27
2011,Jamie Harper,Clemson,RB,71.38,233,8.88,30.38,,4.53,24,36.5,120,4.39,7.16,,311,1311,4.2,12,50,398,8,3,3,39
2011,Roy Helu,Nebraska,RB,71.5,219,10.25,31.38,,4.4,11,36.5,119,4.01,6.67,11.07,578,3404,5.9,28,54,501,9.3,0,4,47
2011,Kendall Hunter,Oklahoma State,RB,67.25,199,8.75,31,,4.46,24,35,122,4.21,6.74,11.19,708,4181,5.9,37,63,519,8.2,2,4,46
2011,Mark Ingram,Alabama,RB,69.13,215,9.5,30.75,,4.62,21,31.5,113,4.62,7.13,,572,3261,5.7,42,60,670,11.2,4,3,39
2011,Taiwan Jones,Eastern Washington,RB,71.63,194,8.75,29.5,,4.53,13,32,115,4.33,7.25,,,,,,,,,,,
2011,Mikel Leshoure,Illinois,RB,71.63,227,9.5,32.63,,4.56,21,38,122,4.4,6.82,,424,2557,6,23,37,439,11.9,5,3,33
2011,Dion Lewis,Pittsburgh,RB,66.63,193,8.75,28.13,,4.56,17,34.5,112,4.18,6.9,11.39,544,2860,5.3,30,52,405,7.8,1,2,25
2011,Derrick Locke,Kentucky,RB,68.25,188,9,28.88,,4.37,16,37.5,118,4.15,6.98,,518,2618,5.1,22,95,883,9.3,3,4,40
2011,DeMarco Murray,Oklahoma,RB,71.63,213,9.25,32,,4.37,21,34.5,130,4.18,7.28,,759,3685,4.9,50,157,1571,10,13,4,50
2011,Bilal Powell,Louisville,RB,70.5,207,8.75,30.88,,4.52,18,,,,,,436,2338,5.4,19,45,344,7.6,3,4,42
2011,Stevan Ridley,Louisiana State,RB,71.25,225,9.25,31.88,,4.65,18,36,118,4.21,6.78,,306,1419,4.6,19,17,94,5.5,0,3,39
2011,Jacquizz Rodgers,Oregon State,RB,65.88,196,8.88,30.5,,4.59,13,33,113,4.26,7.31,,788,3877,4.9,46,151,1056,7,5,3,36
2011,Evan Royster,Penn State,RB,71.63,212,9.25,30.75,,4.65,20,34,113,4.18,7.07,,686,3932,5.7,29,61,562,9.2,3,4,50
2011,Brandon Saine,Ohio State,RB,71.25,220,9.25,30.63,,4.4,22,34.5,113,4.25,6.98,,301,1408,4.7,9,55,616,11.2,8,4,49
2011,Da'Rel Scott,Maryland,RB,71,211,9,32.5,,4.4,19,34,117,4.2,7.15,11.51,430,2401,5.6,17,48,509,10.6,4,4,41
2011,Vai Taua,Nevada,RB,69.5,213,9.25,31.13,,4.65,20,34.5,112,4.18,6.89,,711,4588,6.5,45,61,571,9.4,8,4,45
2011,Daniel Thomas,Kansas State,RB,72.25,230,9,32.38,,4.63,21,34,123,4.29,7.06,,545,2850,5.2,30,52,428,8.2,0,2,25
2011,Jordan Todman,Connecticut,RB,68.88,203,9.38,32,,4.4,25,38,126,4.18,7.24,11.25,616,3179,5.2,31,42,283,6.7,0,3,37
2011,Shane Vereen,California,RB,70.25,210,9,30.63,,4.49,31,34,115,4.28,6.95,11.58,556,2834,5.1,29,74,674,9.1,6,3,38
2011,Johnny White,North Carolina,RB,69.88,209,9.13,30,,4.5,,32.5,117,4.31,7.07,11.62,246,1262,5.1,8,47,510,10.9,1,4,46
2011,Jonathan Williams,East Carolina (NC),RB,71.5,212,,,,4.45,18,37.5,124,4.43,6.84,,265,1415,5.3,16,61,461,7.6,1,4,36
2011,Ryan Williams,Virginia Tech,RB,69.38,212,9,30.75,,4.59,19,40,123,4.18,6.96,11.4,403,2132,5.3,30,26,289,11.1,2,2,23
2010,Joique Bell,Wayne State (MI),RB,71.25,220,9,31.5,,4.68,16,36.5,120,4.17,6.84,11.33,326,2084,6.4,29,23,293,12.7,3,1,11
2010,Jahvid Best,California,RB,70.13,199,9,31.75,24,4.34,18,32.5,113,4.17,6.75,,364,2668,7.3,29,62,533,8.6,6,3,31
2010,LeGarrette Blount,Oregon,RB,72.5,241,10,33.5,16,4.7,18,35,117,4.49,6.85,,159,1084,6.8,19,4,15,3.8,0,2,16
2010,Chris Brown,Oklahoma,RB,70.38,210,9.13,29,,4.55,17,36,115,4.49,7.12,,627,2923,4.4,42,44,323,7.3,3,4,45
2010,Andre Dixon,Connecticut,RB,72.75,205,10.13,32.25,,4.56,,40,117,4.19,6.99,11.55,415,1958,4.4,17,37,400,10.8,2,4,38
2010,Anthony Dixon,Mississippi State,RB,72.75,233,9.75,32.625,25,4.67,15,33,121,4.49,7.09,,910,3994,4.4,42,56,449,8,4,4,48
2010,Jonathan Dwyer,Georgia Tech,RB,71.25,229,8.63,31,17,4.64,15,33,107,4.67,7.56,,517,3226,6.2,35,15,263,17.5,1,3,40
2010,Toby Gerhart,Stanford,RB,72,231,9.63,32,,4.5,22,38,118,4.25,6.94,,671,3522,5.2,44,39,395,10.1,0,4,38
2010,Montario Hardesty,Tennessee,RB,71.75,225,9.5,31,25,4.49,21,41,124,4.14,6.87,,560,2391,4.3,26,38,405,10.7,1,5,49
2010,Brandon James,Florida,RB,66.38,186,8.75,29.75,,4.47,14,,,,,,61,302,5,2,43,379,8.8,2,4,51
2010,Javarris James,Miami (FL),RB,72.25,215,9.63,32,,4.58,21,36,115,4.24,7.07,,505,2162,4.3,18,55,503,9.1,1,4,46
2010,Stafon Johnson,Southern California,RB,70.88,214,8.75,30.38,,4.62,13,35.5,118,4.28,7.21,,271,1552,5.7,19,12,65,5.4,0,4,31
2010,Darius Marshall,Marshall (WV),RB,69.25,190,9,30.75,,4.59,14,35.5,109,4.39,7.13,,574,2857,5,19,42,244,5.8,0,3,34
2010,Ryan Mathews,Frenso State (CA),RB,71.63,218,9.25,31,16,4.37,19,36,121,4.33,7,,534,3280,6.1,39,19,268,14.1,2,3,31
2010,Joe McKnight,Southern California,RB,71.38,198,9.13,31.75,,4.4,18,36.5,120,4.48,7.12,,347,2213,6.3,13,66,542,8.2,2,3,36
2010,Shawnbrey McNeal,Southern Methodist (TX),RB,69.13,194,9.38,30.5,,4.53,14,36,117,4.5,7.23,,269,1340,5,15,31,283,9.1,2,3,28
2010,Lonyae Miller,Frenso State (CA),RB,71.5,221,8.88,30.75,,4.43,26,36.5,120,4.54,7.2,,374,2062,5.5,20,14,91,6.5,0,4,45
2010,Brandon Minor,Michigan,RB,72,214,9,32,,,,,,,,,331,1658,5,20,10,70,7,2,4,43
2010,Charles Scott,Louisiana State,RB,71.38,238,9.5,33,26,4.68,17,30.5,111,4.47,6.98,,424,2317,5.5,32,31,260,8.4,3,4,43
2010,C.J. Spiller,Clemson,RB,70.63,196,10.13,30.5,10,4.27,18,36,126,,,,606,3547,5.9,32,123,1420,11.5,11,4,52
2010,James Starks,Buffalo,RB,74.13,218,9.5,33.75,,4.5,15,36,119,4.23,6.89,,698,3140,4.5,34,127,898,7.1,3,3,36
2010,Ben Tate,Auburn,RB,71,220,9,31.25,,4.34,26,40.5,124,4.12,6.91,,678,3321,4.9,24,53,336,6.3,0,4,49
2010,Keith Toston,Oklahoma State,RB,71.75,213,9.25,32.75,,4.66,22,32,110,4.67,7.23,,473,2725,5.8,27,51,507,9.9,3,4,49
2010,Keiland Williams,Louisiana State,RB,70.88,233,8.75,30,,4.52,16,33,,,,,299,1699,5.7,17,28,273,9.8,2,4,47