Draft Class,Name,School,Position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,Shuttle,3 Cone,60Yd Shuttle,Rec,Yds,Avg,TD,YP,Games Played
2018,Steven Mitchell,Southern California,WR,70.25,189,9.38,30.38,,4.56,13,32.5,121,4.4,6.75,,109,1287,11.8,11,4,35
2018,D.J. Moore,Maryland,WR,72,210,9.63,31.63,,4.42,15,39.5,132,4.07,6.95,11.18,146,2027,13.9,17,3,36
2018,JMon Moore,Missouri,WR,74.63,207,9.38,32.88,,4.6,21,38,120,4.04,6.56,,158,2477,15.7,21,4,37
2018,Charles Nelson,Oregon,WR,68.13,176,8.25,28.875,,4.61,15,30,111,4.39,7.17,,124,1555,12.5,14,4,49
2018,Dante Pettis,Washington,WR,72.5,186,9.5,32.25,,,,,,,,,163,2256,13.8,24,4,52
2018,Cam Phillips,Virginia Tech,WR,72.13,201,8.88,30.5,,4.83,11,28,110,4.49,7.3,,236,3027,12.8,17,4,49
2018,Demornay Pierson-El,Nebraska,WR,68.63,194,9.63,30.875,,4.61,13,36,117,4.32,7.09,,100,1309,13.1,11,4,43
2018,Brandon Powell,Florida,WR,68,181,8.88,29.25,,4.63,,30.5,112,4.19,6.99,,131,1330,10.2,9,4,46
2018,Byron Pringle,Kansas State,WR,73.13,203,9.25,32,,4.46,15,33.5,120,4.4,6.87,,69,1355,19.6,10,2,25
2018,Austin Proehl,North Carolina,WR,69.13,182,8.5,28.875,,,10,32.5,110,4.11,6.86,,91,1265,13.9,5,4,38
2018,Trey Quinn,Southern Methodist (TX),WR,71.38,203,10.13,30.75,,4.55,17,33.5,116,4.19,6.91,11.4,136,1512,11.1,13,3,27
2018,Damion Ratley,Texas A&M,WR,73.75,196,9.5,31,,4.43,11,36.5,121,4.27,7.03,,47,920,19.6,8,3,21
2018,Calvin Ridley,Alabama,WR,72.5,189,9.13,31.625,,4.43,15,31,110,4.41,6.88,,224,2781,12.4,19,3,44
2018,Korey Robertson,Southern Mississippi,WR,72.63,212,9.13,32.875,,4.56,13,34,123,4.44,7.66,,127,1743,13.7,18,3,32
2018,Terryon Robinson,Western Carolina,WR,69.63,194,8.88,31.5,,4.69,12,31.5,109,4.68,7.81,,,,,,,
2018,Shaq Roland,West Georgia,WR,72.63,184,8.38,31.25,,4.66,,28.5,109,4.48,7.01,,,,,,,
2018,Devin Ross,Colorado,WR,69.38,192,9.25,30.875,,4.56,15,33.5,120,4.27,7.05,,143,1643,11.5,9,4,40
2018,Jaleel Scott,New Mexico State,WR,76.75,218,10,33.5,,4.56,16,34.5,124,4.4,7.2,,99,1362,13.8,14,2,23
2018,Trent Sherfield,Vanderbilt,WR,72.25,203,9.63,31.875,,4.49,18,31,122,4.24,7.01,,136,1869,13.7,22,4,39
2018,Cam Sims,Alabama,WR,75.63,212,9.63,33.25,,4.63,,32.5,120,4.53,7.68,,41,467,11.4,2,4,23
2018,Jordan Smallwood,Oklahoma,WR,74,219,9.13,31,,4.57,20,37.5,127,4.3,7.06,,18,170,9.4,1,4,21
2018,Thadd Smith,Boston College,WR,68.38,167,8.88,29.25,,4.55,9,32.5,117,4.47,7.11,,48,355,7.4,2,3,28
2018,TreQuan Smith,Central Florida,WR,73.75,203,9.5,33.375,,4.49,12,37.5,130,4.5,6.97,,168,2748,16.4,22,3,37
2018,Kevin Spears,Jacksonville State (AL),WR,73.75,202,9.75,31.5,,4.73,3,,110,4.39,7.22,,,,,,,
2018,Equanimeous St. Brown,Notre Dame,WR,76.75,214,9.75,33,,4.48,20,33,,,,,92,1484,16.1,13,3,26
2018,Courtland Sutton,Southern Methodist (TX),WR,75.38,218,9.75,32.375,,4.54,18,35.5,124,4.11,6.57,,195,3320,16.5,31,4,40
2018,Auden Tate,Florida State,WR,76.88,228,9.38,33.75,,4.68,,31,112,4.62,7.48,,65,957,14.7,16,2,22
2018,Marquez Valdes-Scantling,South Florida,WR,76,206,10,32.25,,4.37,15,30.5,124,4.21,6.96,,119,1832,15.4,12,4,39
2018,James Washington,Oklahoma State,WR,71,213,9.75,32.375,,4.54,14,34.5,120,4.32,7.11,,226,4472,19.8,39,4,51
2018,Justin Watson,Pennsylvania,WR,74.38,215,9.25,33.75,,4.48,19,38.5,121,4.3,7.19,,,,,,,
2018,Jester Weah,Pittsburgh,WR,74.25,211,9.63,31.125,,4.43,15,38,129,4.41,7.24,,77,1566,20.3,14,3,25
2018,KaRaun White,West Virginia,WR,73,206,9.63,32.25,,4.52,24,33.5,118,4.57,7.16,,124,1862,15,17,3,29
2018,Jake Wieneke,South Dakota State,WR,76,221,9.88,33,,4.67,9,34,114,4.37,7.24,,,,,,,
2018,Taj Williams,Texas Christian,WR,74.88,199,9.25,32.125,,4.54,,32.5,121,4.48,7.16,,41,735,17.9,6,2,14
2018,Cedrick Wilson,Boise State,WR,74.25,197,9.75,31.5,,4.55,9,37,121,4.23,6.89,,139,2640,19,18,2,26
2018,Javon Wims,Georgia,WR,74.88,215,9.25,31.5,,4.53,,33.5,113,4.57,7,,62,910,14.7,8,2,22
2017,Ishmael Adams,UCLA,WR,67.88,186,9,29.75,,4.54,14,25.5,108,4.29,7.14,,,,,,,
2017,Rodney Adams,South Florida,WR,73.25,189,9,32,,4.44,8,29.5,125,4.28,6.98,11.39,136,1976,14.5,16,4,38
2017,Quincy Adeboyejo,Mississippi,WR,74.75,197,9.38,31.75,,4.42,8,34.5,123,4.14,6.73,,106,1454,13.7,11,4,40
2017,Tommy Armstrong,Nebraska,WR,72.38,216,9.88,31,,4.61,15,36,120,4.15,6.87,,,,,,,
2017,Josh Atkinson,Tulsa (OK),WR,72.25,200,10.25,32.625,,4.78,11,31.5,112,4.43,7.14,,202,2654,13.1,14,5,43
2017,Victor Bolden,Oregon State,WR,68.13,178,9,31.13,,4.54,9,32,117,4.22,6.83,11.14,170,1863,11,7,4,48
2017,Kendrick Bourne,Eastern Washington,WR,73.25,203,9.13,32.5,,4.68,9,34,125,4.21,6.73,12.21,,,,,,
2017,Billy Brown,Shepherd (WV),WR,75.38,254,10.38,33,,4.7,23,29,118,4.14,7.01,11.75,,,,,,
2017,Noah Brown,Ohio State,WR,74,222,9.13,31.75,,4.6,19,,,4.33,7.07,,33,411,12.5,7,2,14
2017,KD Cannon,Baylor,WR,71.13,182,8.88,30.75,,4.41,13,37,119,4.2,7.21,,195,3113,16,27,3,38
2017,Jehu Chesson,Michigan,WR,74.75,204,9.13,33.25,,4.47,10,35.5,132,4.09,6.7,,114,1639,14.4,12,4,45
2017,Stacy Coley,Miami (FL),WR,72.13,195,9.75,32.25,,4.45,10,34,122,4.39,7.3,,166,2218,13.4,20,4,48
2017,Amara Darboh,Michigan,WR,73.75,214,9.88,32.63,,4.45,17,36,124,4.26,6.92,11.88,151,2062,13.7,14,3,37
2017,Corey Davis,Western Michigan,WR,74.75,209,9.13,33,31,,,,,4.28,,11.48,332,5285,15.9,52,4,50
2017,Marcus Davis,Auburn,WR,69,179,9.75,30,,4.57,,30,111,4.5,7.6,,83,650,7.8,3,4,42
2017,Reggie Davis,Georgia,WR,71.63,158,9.25,31.75,,4.4,3,30.5,112,4.16,7.05,,47,998,21.2,0,4,42
2017,Reginald Davis,Texas Tech,WR,71.75,182,9.25,31,,4.48,8,33.5,121,4.34,6.87,,97,1301,13.4,18,4,43
2017,Robert Davis,Georgia State,WR,74.75,219,9.63,33,,4.44,19,41,136,4.28,6.82,11.77,222,3391,15.3,17,4,49
2017,Malachi Dupre,Louisiana State,WR,74.13,196,9,31.5,,4.52,11,39.5,135,4.26,7.19,,98,1609,16.4,14,3,31
2017,Travin Dural,Louisiana State,WR,73,202,9,32,,4.57,,30.5,116,4.55,7.29,,100,1716,17.2,13,4,38
2017,Amba Etta-Tawo,Syracuse,WR,73.25,208,9.13,32,,4.49,14,31,126,4.32,6.95,,124,1920,15.5,15,3,26
2017,Isaiah Ford,Virginia Tech,WR,73.25,194,9.25,32.63,,4.61,14,35.5,127,4.34,6.94,,210,2967,14.1,24,3,39
2017,Ahmad Fulwood,Florida,WR,76.13,202,9.25,32,,4.55,,33,121,4.42,7.4,,42,499,11.9,3,4,27
2017,Shelton Gibson,West Virginia,WR,71.13,191,8.88,32,,4.5,8,32,118,4.2,6.83,11.79,84,1898,22.6,17,3,32
2017,Chris Godwin,Penn State,WR,73,209,9.13,31.625,,4.42,19,36,125,4,7.01,,154,2421,15.7,18,3,39
2017,Kenny Golladay,Northern Illinois,WR,75.75,218,9.75,32,,4.5,18,35.5,120,4.15,7,,,,,,,
2017,Deante Gray,Texas Christian,WR,67.88,184,7.88,30.25,,4.47,11,31,112,4.32,7.12,,54,857,15.9,8,3,31
2017,Trey Griffey,Arizona,WR,74.13,209,9.75,32.125,,4.63,16,31,115,4.54,7.43,,79,1241,15.7,6,4,35
2017,Chad Hansen,California,WR,73.75,202,10.13,32.13,,4.53,11,35,119,4.13,6.74,11.17,111,1498,13.5,12,2,17
2017,Justin Hardee,Illinois,WR,72.63,197,9.5,32.25,,4.4,16,33,126,4.3,7.39,,72,841,11.7,1,4,40
2017,Keon Hatcher,Arkansas,WR,73.25,212,9.5,32,,4.64,16,,,4.28,,,130,1866,14.4,19,5,47
2017,Carlos Henderson,Louisiana Tech,WR,70.75,199,9.13,31.38,,4.46,13,36,131,4.35,7.18,,147,2878,19.6,28,3,36
2017,Krishawn Hogan,Marian (IN),WR,74.63,222,9.88,32.13,,4.56,13,36.5,124,4.21,6.74,,,,,,,
2017,Mack Hollins,North Carolina,WR,75.75,221,9.75,33.25,,4.53,,,,,,,81,1667,20.6,20,4,41
2017,Brandon Holloway,Mississippi State,WR,67,160,9,29.75,,4.38,,37,119,4.13,6.98,,195,971,5,2,4,43
2017,Bug Howard,North Carolina,WR,75.63,221,10.38,33.13,,4.58,14,37.5,119,4.14,6.95,,124,1770,14.3,14,3,36
2017,Zay Jones,East Carolina (NC),WR,73.88,201,9,32.5,,4.45,15,36.5,133,4.01,6.79,,399,4279,10.7,23,4,49
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,9.5,31.5,37,4.62,,31,116,4.08,6.75,,428,6464,15.1,73,4,52
2017,Jerome Lane,Akron,WR,74.13,226,9.75,31.5,,4.6,16,35,125,4.12,6.87,,101,1800,17.8,14,3,30
2017,Keevan Lucas,Tulsa (OK),WR,69.13,192,9.88,31.88,,4.55,11,32.5,119,4.43,7.23,,240,3250,13.5,32,4,41
2017,Josh Malone,Tennessee,WR,74.63,208,9.63,31.38,,4.4,10,30.5,121,4.19,7.05,11.32,104,1608,15.5,14,3,32
2017,Gabe Marks,Washington State,WR,70.75,189,8.75,30.38,,4.56,11,29.5,117,4.2,7.01,,316,3453,10.9,37,4,50
2017,Isaiah McKenzie,Georgia,WR,67.25,173,8.88,28.875,,4.42,11,36,123,4.15,6.64,,60,823,13.7,7,3,33
2017,Alonzo Moore,Nebraska,WR,72.88,199,9.88,31.625,,4.51,,30.5,116,4.21,6.9,,60,981,16.4,8,4,33
2017,David Moore,East Central (OK),WR,72.63,219,9.5,30.625,,4.47,25,35,121,4.42,7.09,,,,,,,
2017,Drew Morgan,Arkansas,WR,71.75,190,9.5,30.38,,4.74,10,30,112,4.12,6.85,11.31,138,1763,12.8,14,3,33
2017,Speedy Noil,Texas A&M,WR,71.13,199,9.25,30,,4.49,18,43.5,133,,,,88,1134,12.9,9,3,30
2017,Francis Owusu,Stanford,WR,74.5,221,9,32,,4.41,11,37.5,124,4.17,7.18,,34,482,14.2,3,4,24
2017,Zach Pascal,Old Dominion (VA),WR,73.75,219,10,32,,4.55,14,36,126,4.29,7.11,,193,2664,13.8,24,3,37
2017,James Quick,Louisville,WR,72.25,186,9,30.75,,4.6,11,31,115,4.39,7,,126,2032,16.1,14,4,41
2017,Michael Rector,Stanford,WR,72.13,193,9.25,32.5,,4.42,12,36.5,129,4.19,6.77,,104,1681,16.2,15,4,45
2017,Josh Reynolds,Texas A&M,WR,74.75,194,9.38,31.5,,4.52,,37,124,4.13,6.83,11.68,164,2788,17,30,3,38
2017,Jalen Robinette,Air Force,WR,74.75,220,10.88,32.38,,4.62,13,31.5,120,4.46,6.77,,120,2697,22.5,18,4,44
2017,Darreus Rogers,Southern California,WR,72.63,216,10.13,32,,4.94,8,26.5,112,4.54,7.22,11.39,127,1487,11.7,11,4,44
2017,Fred Ross,Mississippi State,WR,72.63,213,9.25,31.25,,4.51,10,35,113,4.28,6.99,,199,2528,12.7,22,4,42
2017,John Ross,Washington,WR,70.75,188,8.75,31.5,16,4.22,,37,133,4.33,,,114,1729,15.2,22,3,40
2017,Travis Rudolph,Florida State,WR,72.25,189,9.25,31.88,,4.65,12,31.5,114,4.46,6.93,,153,2311,15.1,18,3,36
2017,Curtis Samuel,Ohio State,WR,71,196,9.5,31.25,22,4.31,18,37,119,4.33,7.09,,172,1286,7.5,15,3,40
2017,Kendall Sanders,Arkansas State,WR,70.88,196,10.25,32.5,,4.6,14,37.5,125,4.66,7.66,,77,929,12.1,8,3,34
2017,Artavis Scott,Clemson,WR,70.25,193,9.38,31,,4.61,13,31,116,4.49,7.19,,245,2480,10.1,19,3,42
2017,Ricky Seals-Jones,Texas A&M,WR,76.63,243,9.63,33.13,,4.69,17,28,121,4.33,7.46,,123,1442,11.7,10,4,34
2017,R.J. Shelton,Michigan State,WR,70.25,200,9,30.25,,4.68,16,30.5,106,4.27,7.02,,116,1471,12.7,11,4,51
2017,Corey Smith,Ohio State,WR,72.25,183,9.13,30.625,,4.75,,33.5,114,4.27,7.39,,31,351,11.3,0,3,20
2017,JuJu Smith-Schuster,Southern California,WR,73.25,215,10.5,32.88,,4.54,15,32.5,120,5.01,7.04,,213,3092,14.5,25,3,40
2017,Dwayne Stanford,Oregon,WR,75.25,213,10.63,33.5,,,16,,,,,,97,1383,14.3,12,4,41
2017,Jamari Staples,Louisville,WR,75,195,9.5,33.5,,4.51,,36,130,4.14,,,113,1901,16.8,10,4,34
2017,Tony Stevens,Auburn,WR,76,212,9.63,32.375,,4.53,11,33,123,4.38,7.26,,50,751,15,5,4,23
2017,ArDarius Stewart,Alabama,WR,71.25,204,9.38,32.5,20,4.49,,34,124,4.21,,11.23,129,1713,13.3,12,3,33
2017,Damoreea Stringfellow,Mississippi,WR,73.88,218,10.63,33.25,,4.66,16,34.5,127,4.58,7.36,,102,1478,14.5,12,3,32
2017,Ryan Switzer,North Carolina,WR,68.5,181,9.25,28,,4.51,11,32,116,4,6.77,11.14,243,2903,11.9,19,4,53
2017,Taywan Taylor,Western Kentucky,WR,71,203,9.25,32.63,,4.5,13,33.5,132,4.21,6.57,,253,4234,16.7,41,4,50
2017,Trent Taylor,Louisiana Tech,WR,67.63,181,8.25,28.75,,4.63,13,33,117,4.01,6.74,,327,4179,12.8,32,4,51
2017,Noel Thomas,Connecticut,WR,72.13,205,8.75,30,,4.63,9,32.5,118,,,,183,2235,12.2,10,4,36
2017,Ryan Timmons,Kentucky,WR,70,201,8.38,29.625,,4.51,14,30.5,108,4.41,7.24,,112,1254,11.1,5,4,43
2017,Greg Ward,Houston,WR,70.5,182,9.88,31.125,,4.63,10,33,112,4.35,7.01,,,,,,,
2017,Dede Westbrook,Oklahoma,WR,71.63,178,9,30.625,,4.43,7,33,117,4.38,7.31,,126,2267,18,21,2,26
2017,Jordan Westerkamp,Nebraska,WR,71.25,194,9.38,30.5,,,,,,,,,167,2474,14.8,18,4,48
2017,Robert Wheelwright,Wisconsin,WR,73.88,205,9.13,31.875,,4.64,14,36.5,125,4.18,6.79,,69,890,12.9,6,4,23
2017,Kermit Whitfield,Florida State,WR,67.75,185,8.5,30,,4.44,8,32.5,120,4.37,7.17,,107,1427,13.3,7,4,52
2017,Chad Williams,Grambling State (LA),WR,72.5,207,9.75,32,,4.47,20,34,120,4.25,7.17,,,,,,,
2017,Jalen Williams,Massachusetts,WR,74.38,209,9.38,31,,4.59,13,39,116,,,,47,827,17.6,10,2,20
2017,Mike Williams,Clemson,WR,75.75,218,9.38,33.38,17,4.58,15,32.5,121,,,,177,2727,15.4,21,4,38
2017,Dontre Wilson,Ohio State,WR,70.13,183,8.5,30.625,,4.62,,31.5,109,4.14,7.07,,77,925,12,10,4,38
2017,Jesus Wilson,Florida State,WR,69.13,189,9.38,31.375,,4.57,10,,119,4.57,,,133,1562,11.7,8,4,38
2017,DeAngelo Yancey,Purdue,WR,73.63,220,9.75,32.875,,4.57,20,34,118,4.31,6.95,,141,2344,16.6,20,4,39
2017,Ishmael Zamora,Baylor,WR,75.5,224,8.38,33,,4.57,12,32.5,117,4.35,7.27,,72,941,13.1,10,2,20
2016,Bralon Addison,Oregon,WR,69.25,197,9.13,29.5,,4.66,13,34.5,116,4.14,6.95,11.53,146,1937,13.3,20,3,39
2016,Geronimo Allison,Illinois,WR,75.25,196,9.5,32.88,,4.67,,33,127,4.28,7.4,11.54,106,1480,14,8,2,23
2016,Robby Anderson,Temple,WR,74.88,187,8.63,30,,4.4,7,35,125,4.31,7.18,,114,1730,15.2,16,2,24
2016,Demarcus Ayers,Houston,WR,69.38,182,9.25,31.25,,4.72,,33,123,4.39,7.41,,141,1686,12,9,3,40
2016,Moritz Boehringer,Schwabisch Hall,WR,76.5,227,9.5,32.625,,4.53,16,37.5,128,4.13,6.75,,,,,,,
2016,Tyler Boyd,Pittsburgh,WR,73.5,197,9.75,32,,4.58,11,34,119,4.35,6.9,,254,3361,13.2,21,3,38
2016,Daniel Braverman,Western Michigan,WR,69.88,175,9.13,28.75,,4.57,9,27,109,4.2,6.99,,212,2499,11.8,19,3,37
2016,Chris Brown,Notre Dame,WR,74,194,9,32.25,,4.54,13,32,127,4.45,7.48,,104,1410,13.6,6,4,45
2016,Aaron Burbridge,Michigan State,WR,72,206,8.25,31.63,,4.56,20,30.5,115,4.31,7.22,11.9,165,2174,13.2,10,4,46
2016,Devon Cajuste,Stanford,WR,75.75,234,10.75,33,,4.62,12,36,123,4.2,6.49,11.5,90,1589,17.7,14,4,40
2016,Leonte Carroo,Rutgers,WR,71.88,211,9.63,31.38,,4.5,14,35.5,120,,,,122,2373,19.5,29,3,30
2016,Corey Coleman,Baylor,WR,70.63,194,9,30.25,,4.44,17,40.5,129,,,,173,3009,17.4,33,3,34
2016,Pharoh Cooper,South Carolina,WR,71.13,203,9.13,32.25,,4.69,15,31,115,4.3,7.26,,138,2163,15.7,18,3,34
2016,Cody Core,Mississippi,WR,74.63,205,10.38,32,,4.47,14,31.5,119,4.38,6.89,,83,1297,15.6,10,4,44
2016,Quinshad Davis,North Carolina,WR,75.38,218,9.63,33.375,,4.73,16,30,110,4.39,7.18,,205,2614,12.8,25,4,51
2016,Trevor Davis,California,WR,73.13,188,10,31,,4.42,11,38.5,124,4.22,6.6,10.94,109,1672,15.3,12,4,37
2016,Josh Doctson,Texas Christian,WR,74,202,9.88,31.88,,4.5,14,41,131,4.08,6.84,11.06,214,3177,14.8,34,4,45
2016,D.J. Foster,Arizona State,WR,70.25,193,9.25,30.5,,4.57,14,35.5,117,4.07,6.75,11.12,444,2355,5.3,18,4,53
2016,Devin Fuller,UCLA,WR,72,194,9.5,30.5,,4.43,,34.5,121,4.11,7.14,,146,1322,9.1,10,4,44
2016,Will Fuller,Notre Dame,WR,72.13,186,8.25,30.75,,4.32,10,33.5,126,4.27,6.93,11.44,144,2512,17.4,30,3,32
2016,Keyarris Garrett,Tulsa (OK),WR,75.38,220,9,34.5,,4.53,14,36.5,128,4.33,7.3,11.72,219,3209,14.7,22,5,46
2016,Jakeem Grant,Texas Tech,WR,65.88,165,8.63,29.75,,4.41,14,35,114,4.07,7.14,,254,3286,12.9,27,4,49
2016,Rashard Higgins,Colorado State,WR,73.38,196,9.75,32.25,,4.64,13,32,116,4.56,7.3,,238,3648,15.3,31,3,38
2016,Tyreek Hill,West Alabama,WR,68.13,185,8,30.5,,4.33,12,39,126,4.1,6.64,,,,,,,
2016,Johnny Holton,Cincinnati,WR,72.63,190,9.88,32.88,,4.54,8,31.5,123,4.24,7.01,,46,892,19.4,10,2,20
2016,Daje Johnson,Texas,WR,68.38,184,8.88,27.875,,4.52,17,36.5,119,,,,85,873,10.3,3,4,38
2016,Marcus Johnson,Texas,WR,72.88,204,9.25,31.875,,4.43,21,35.5,132,4.43,7.37,,61,793,13,4,3,28
2016,Cayleb Jones,Arizona,WR,74.63,209,9.25,32.75,,4.65,9,33.5,109,4.14,6.99,11.46,129,1926,14.9,14,2,27
2016,Malachi Jones,Appalachian State (NC),WR,73.75,211,9.63,32.25,,4.57,13,36,122,4.34,7.01,,61,1048,17.2,6,2,24
2016,Kenny Lawler,California,WR,74.5,203,10.5,33.38,,4.64,,31,111,4.2,7.13,11.28,143,1706,11.9,27,3,34
2016,Roger Lewis,Bowling Green (OH),WR,72.38,201,9.75,32,,4.57,8,33.5,116,4.49,7.69,,158,2638,16.7,23,2,28
2016,Kolby Listenbee,Texas Christian,WR,72,197,8.25,31.38,,4.39,15,35.5,129,,,,74,1432,19.4,9,4,34
2016,Ricardo Louis,Auburn,WR,73.75,215,9.5,32.38,,4.43,18,38,132,4.36,7.18,,98,1338,13.7,8,4,50
2016,Devin Lucien,Arizona State,WR,72.5,201,10.13,31.875,,4.53,12,33,114,4.34,7.04,,124,1826,14.7,12,4,42
2016,Byron Marshall,Oregon,WR,69.38,201,9.5,30.25,,4.6,17,28,108,4.23,7.1,,307,1877,6.1,19,4,42
2016,Jalin Marshall,Ohio State,WR,70.5,200,9.63,31.5,,4.6,16,37.5,125,4.13,6.8,,74,976,13.2,11,2,27
2016,Mitch Mathews,Brigham Young,WR,77.63,222,10.38,32.75,,4.53,11,34.5,126,4.29,7.1,,152,2083,13.7,24,4,51
2016,KJ Maye,Minnesota,WR,68.13,191,8.25,30.5,,4.65,9,31.5,110,4.39,7.29,,107,1190,11.1,6,4,49
2016,Mekale McKay,Cincinnati,WR,75.63,207,9.5,30.63,,4.55,12,35,123,4.63,7.08,11.89,108,2034,18.9,19,4,45
2016,Jaydon Mickens,Washington,WR,69.88,174,9,28.875,,4.58,12,34,118,3.97,6.73,,203,2187,10.8,12,4,53
2016,Braxton Miller,Ohio State,WR,73.38,201,9.13,31.75,,4.5,17,35,123,4.07,6.65,10.84,,,,,,
2016,Malcolm Mitchell,Georgia,WR,71.63,198,10.5,32.63,,4.45,15,36,129,4.34,6.94,,174,2350,13.5,16,4,45
2016,Chris Moore,Cincinnati,WR,73,206,9.38,33.38,,4.53,10,37,130,4.2,6.76,11.37,119,2301,19.3,26,4,47
2016,Joe Morrow,Mississippi State,WR,75.63,211,8.63,33.875,,,,,,,,,46,708,15.4,6,4,29
2016,Durron Neal,Oklahoma,WR,71,194,9.25,30.5,,4.58,12,31,118,4.5,7.33,,104,1323,12.7,6,4,40
2016,Dennis Norfleet,Tuskegee (AL),WR,66.25,159,8.5,27.5,,4.68,,29,112,4.36,6.88,,,,,,,
2016,Marquez North,Tennessee,WR,74.5,223,10.25,33.38,,4.48,17,35,123,4.13,6.9,,74,874,11.8,5,3,24
2016,Jordan Payton,UCLA,WR,73.13,207,10.13,32.5,,4.47,,34.5,121,4.33,7.08,,201,2701,13.4,14,4,51
2016,Charone Peake,Clemson,WR,74.38,209,9.25,34,,4.45,12,35.5,122,4.46,6.96,11.69,99,1172,11.8,10,5,49
2016,Latroy Pittman,Florida,WR,70.88,207,10,32.25,,4.73,13,27.5,100,4.79,7.39,,19,188,9.9,0,3,24
2016,Darius Powe,California,WR,74.88,220,9,33.5,,4.53,16,33,117,4.33,7.05,,104,1253,12,11,4,43
2016,Demarcus Robinson,Florida,WR,73.38,203,9.5,33,,4.59,8,34.5,123,4.19,6.77,,105,1353,12.9,9,3,27
2016,Devonte Robinson,Utah State,WR,73.25,188,8.88,30.25,,4.37,,36.5,125,4.42,7.44,,44,552,12.5,4,2,18
2016,Alonzo Russell,Toledo,WR,75.63,206,9.5,33.88,,4.54,12,29.5,112,4.33,7.18,11.88,202,3076,15.2,24,4,50
2016,Rashawn Scott,Miami (FL),WR,72.88,199,9.38,31.38,,4.58,17,32.5,116,4.37,6.99,,91,1247,13.7,8,4,29
2016,Canaan Severin,Virginia,WR,74.13,212,9.75,33.125,,,,,,,,,101,1371,13.6,13,4,40
2016,Hunter Sharp,Utah State,WR,71.5,198,9.38,31.63,,4.58,12,32.5,116,4.19,7.12,11.4,137,1774,12.9,16,2,24
